id;title;year;total value;property value;tickets value;advertising value;touringvalue;total share;property share;tickets share;advertising share;touring share;total avgShare;property avgShare;tickets avgShare;advertising avgShare;touring avgShare
7716149741;"ГБУК г. Москвы ""МГИЭТ""";2024;16 868 789;444 720;16 172 325;0;0;1;0,026363481;0,958712868;0;0;1;0,04656;0,79098;0,006682;0,033838
7709264045;"ГБУК г. Москвы ""МД ""Сказочный театр""";2024;13 420 159;121 652;13 315 163;0;0;1;0,00906488;0,992176239;0;0;1;0,04656;0,79098;0,006682;0,033838
7701127897;"ГБУК г. Москвы ""МДТ ""Модернъ""";2024;233 238 349;3 050 568;229 246 212;0;0;1;0,013079185;0,982883874;0;0;1;0,04656;0,79098;0,006682;0,033838
7703035553;"ГБУК г. Москвы ""МДТ им. А.С. Пушкина""";2024;542 447 720;13 190 813;496 961 068;4 500 000;11 838 300;1;0,024317206;0,916145555;0,00829573;0,021823854;1;0,04656;0,79098;0,006682;0,033838
7710009515;"ГБУК г. Москвы ""МДТ им. К.С. Станиславского""";2024;299 371 445;47 553 918;21 267 110;0;500 000;1;0,15884587;0,071039205;0;0,001670166;1;0,04656;0,79098;0,006682;0,033838
7709018353;"ГБУК г. Москвы ""МДТ им. Н.В. Гоголя""";2024;89 669 699;22 081 128;55 964 087;10 208 000;1 038 940;1;0,24624961;0,624113688;0,113840016;0,0115863;1;0,04656;0,79098;0,006682;0,033838
7719013636;"ГБУК г. Москвы ""МДТТ""";2024;24 065 619;0;24 001 092;0;0;1;0;0,997318711;0;0;1;0,04656;0,79098;0,006682;0,033838
7703063504;"ГБУК г. Москвы ""ММТ ""Геликон-опера""";2024;395 755 952;30 866 026;225 768 164;0;800 000;1;0,077992576;0,570473199;0;0,002021448;1;0,04656;0,79098;0,006682;0,033838
7715049230;"ГБУК г. Москвы ""ММЭТ п/р В.Спесивцева""";2024;11 182 840;0;11 183 420;0;0;1;0;1,000051865;0;0;1;0,04656;0,79098;0,006682;0,033838
7703025812;"ГБУК г. Москвы ""Московский академический театр им. Вл. Маяковского""";2024;507 627 561;27 784 958;435 267 440;3 021 600;16 820 000;1;0,054734928;0,857454309;0,005952395;0,033134529;1;0,04656;0,79098;0,006682;0,033838
7710002492;"ГБУК г. Москвы ""Московский академический театр сатиры""";2024;700 254 375;11 374 767;456 518 377;0;0;1;0,016243765;0,651932202;0;0;1;0,04656;0,79098;0,006682;0,033838
7707062124;"ГБУК г. Москвы ""Московский государственный театр ""Ленком Марка Захарова""";2024;689 741 065;28 647 473;620 371 010;0;17 688 000;1;0,041533663;0,899425947;0;0,025644406;1;0,04656;0,79098;0,006682;0,033838
7721032971;"ГБУК г. Москвы ""Московский детский музыкально-драматический театр""";2024;115 701 871;0;115 793 133;0;0;1;0;1,000788776;0;0;1;0,04656;0,79098;0,006682;0,033838
7703127934;"ГБУК г. Москвы ""Московский драматический театр ""Человек""";2024;5 250 857;35 000;5 197 857;0;0;1;0,006665579;0,989906409;0;0;1;0,04656;0,79098;0,006682;0,033838
7707098113;"ГБУК г. Москвы ""Московский театр ""ЕТС""";2024;201 964 472;16 612 359;128 143 118;0;14 661 400;1;0,082253866;0,634483464;0;0,072593956;1;0,04656;0,79098;0,006682;0,033838
7720056169;"ГБУК г. Москвы ""Московский театр иллюзии""";2024;48 260 139;933 495;45 514 669;0;0;1;0,019342982;0,943111026;0;0;1;0,04656;0,79098;0,006682;0,033838
7701109200;"ГБУК г. Москвы ""Московский театр кукол""";2024;102 052 031;709 600;94 424 213;0;0;1;0,006953321;0,925255595;0;0;1;0,04656;0,79098;0,006682;0,033838
7709010548;"ГБУК г. Москвы ""Московский театр на Таганке""";2024;323 190 562;40 295 611;283 627 690;92 160;1 700 000;1;0,124680654;0,87758655;0,000285157;0,005260055;1;0,04656;0,79098;0,006682;0,033838
7703068710;"ГБУК г. Москвы ""Московский театр ОКОЛО""";2024;28 608 433;0;26 375 576;0;0;1;0;0,92195109;0;0;1;0,04656;0,79098;0,006682;0,033838
7706089941;"ГБУК г. Москвы ""Московский театр Эстрады""";2024;257 977 432;121 789 408;2 548 513;0;0;1;0,472093265;0,009878822;0;0;1;0,04656;0,79098;0,006682;0,033838
7703093185;"ГБУК г. Москвы ""МТ ""У Никитских ворот""";2024;82 675 547;0;76 102 694;0;0;1;0;0,920498214;0;0;1;0,04656;0,79098;0,006682;0,033838
7704198381;"ГБУК г. Москвы ""МТКМО ""Градский Холл""";2024;70 066 611;29 690 784;43 092 518;0;0;1;0,423750823;0,615022157;0;0;1;0,04656;0,79098;0,006682;0,033838
7704132084;"ГБУК г. Москвы ""МТЦ ""Вишневый сад"" п/р А. Вилькина""";2024;59 342 514;3 438 551;56 001 659;0;0;1;0,057944139;0,94370217;0;0;1;0,04656;0,79098;0,006682;0,033838
7710130279;"ГБУК г. Москвы ""МТЮЗ""";2024;262 300 744;0;243 459 137;0;14 985 803;1;0;0,928167925;0;0,057132139;1;0,04656;0,79098;0,006682;0,033838
7716028803;"ГБУК г. Москвы ""Новый драматический театр""";2024;40 236 202;1 576 299;31 224 398;0;3 073 010;1;0,039176142;0,776027478;0;0,076374257;1;0,04656;0,79098;0,006682;0,033838
7702069567;"ГБУК г. Москвы ""РДТ ""ГЛАС""";2024;7 836 987;0;6 625 990;0;0;1;0;0,845476701;0;0;1;0,04656;0,79098;0,006682;0,033838
7710593781;"ГБУК г. Москвы ""Театр ""Практика""";2024;85 241 286;243 179;68 178 925;0;2 234 200;1;0,002852829;0,799834545;0;0,026210304;1;0,04656;0,79098;0,006682;0,033838
7702061293;"ГБУК г. Москвы ""Театр ""Уголок дедушки Дурова""";2024;162 749 258;2 138 480;160 313 200;0;0;1;0,013139724;0,985031834;0;0;1;0,04656;0,79098;0,006682;0,033838
7726073570;"ГБУК г. Москвы ""Театр ""Шалом""";2024;74 256 349;1 969 640;44 323 130;5 985 000;1 907 200;1;0,026524871;0,59689347;0,080599168;0,025683999;1;0,04656;0,79098;0,006682;0,033838
7703001970;"ГБУК г. Москвы ""Театр - Сцена ""Мельников""";2024;84 647 090;0;73 930 884;0;3 010 000;1;0;0,873401364;0;0,035559403;1;0,04656;0,79098;0,006682;0,033838
7730519779;"ГБУК г. Москвы ""Театр кошек Куклачева""";2024;100 223 411;0;93 338 820;0;3 965 343;1;0;0,931307553;0;0,039565041;1;0,04656;0,79098;0,006682;0,033838
7701199901;"ГБУК г. Москвы ""Театр марионеток""";2024;27 255 446;66 692;27 270 145;0;0;1;0,002446924;1,000539294;0;0;1;0,04656;0,79098;0,006682;0,033838
7703001970;"ГБУК г. Москвы ""Театр на Малой Бронной""";2024;432 598 079;16 478 939;405 633 395;11 981 818;0;1;0,038092954;0,937668045;0,027697345;0;1;0,04656;0,79098;0,006682;0,033838
7710018171;"ГБУК г. Москвы ""Театр на Малой Ордынке""";2024;202 176 334;0;133 835 579;0;6 766 575;1;0;0,661974509;0;0,033468681;1;0,04656;0,79098;0,006682;0,033838
7701045549;"ГБУК г. Москвы ""Театр на Покровке""";2024;25 305 068;0;26 348 064;0;0;1;0;1,041216886;0;0;1;0,04656;0,79098;0,006682;0,033838
7707064139;"ГБУК г. Москвы ""Театр на Трубной""";2024;170 871 399;7 295 128;153 296 049;1 700 000;6 083 745;1;0,042693676;0,897142824;0,009949003;0,035604233;1;0,04656;0,79098;0,006682;0,033838
7729217597;"ГБУК г. Москвы ""Театр на Юго-Западе""";2024;105 581 600;400 421;101 012 074;0;3 376 760;1;0,003792528;0,95672043;0;0,031982467;1;0,04656;0,79098;0,006682;0,033838
7701117909;"ГБУК г. Москвы ""Театр Олега Табакова""";2024;586 147 337;2 070 216;475 265 448;51 221 224;45 074 725;1;0,003531904;0,810829322;0,087386261;0,07689999;1;0,04656;0,79098;0,006682;0,033838
7723316672;"ГБУК г. Москвы ""Театр Стаса Намина""";2024;72 895 375;0;52 008 791;0;0;1;0;0,713471742;0;0;1;0,04656;0,79098;0,006682;0,033838
7725054895;"ГБУК г. Москвы ""Театр Терезы Дуровой""";2024;415 085 767;0;406 627 989;174 923;3 221 563;1;0;0,979624021;0,000421415;0,007761199;1;0,04656;0,79098;0,006682;0,033838
7707085202;"ГБУК г. Москвы ""Театр Эрмитаж""";2024;136 853 467;0;112 785 787;0;577 037;1;0;0,8241354;0;0,00421646;1;0,04656;0,79098;0,006682;0,033838
7730116466;"ГБУК г. Москвы ""ФЦ ""Москва""";2024;68 842 870;20 723 000;24 352 599;0;0;1;0,301018826;0,353741778;0;0;1;0,04656;0,79098;0,006682;0,033838
7722284474;"ГБУК г. Москвы ""Центр драматургии и режиссуры""";2024;29 187 297;2 449 778;25 758 195;0;500 000;1;0,083933033;0,882513884;0;0,01713074;1;0,04656;0,79098;0,006682;0,033838
7704198381;"ГБУК г. Москвы ""Центр исполнительских искусств на Добрынинской""";2024;27 367 000;0;0;0;0;1;0;0;0;0;1;0,04656;0,79098;0,006682;0,033838
7714035227;"ГБУК г. Москвы ""Цыганский театр ""Ромэн""";2024;32 224 405;771 201;31 141 268;0;0;1;0,023932203;0,966387676;0;0;1;0,04656;0,79098;0,006682;0,033838
7702619852;"ГБУК г. Москвы ""Школа драматического искусства""";2024;47 847 682;10 231 217;26 323 857;0;1 796 951;1;0,213828903;0,550159515;0;0,037555663;1;0,04656;0,79098;0,006682;0,033838
7704224472;"ГБУК г. Москвы ДДТ ""На набережной""";2024;2 880 082;0;1 786 182;0;0;1;0;0,620184478;0;0;1;0,04656;0,79098;0,006682;0,033838
7728039292;"ГБУК г. Москвы МДТ ""Бенефис""";2024;5 589 940;6 000;5 738 793;0;0;1;0,001073357;1,02662876;0;0;1;0,04656;0,79098;0,006682;0,033838
7735026248;"ГБУК г.Москвы ""Ведогонь-театр""";2024;61 454 998;0;54 347 740;0;3 193 950;1;0;0,884350206;0;0,051972177;1;0,04656;0,79098;0,006682;0,033838
7701258410;"ГБУК г.Москвы ""Московский музыкальный театр ""На Басманной""";2024;10 373 039;0;10 314 997;0;0;1;0;0,994404533;0;0;1;0,04656;0,79098;0,006682;0,033838
7703002886;"ГБУК г.Москвы ""Московский театр ""Мастерская П.Н. Фоменко""";2024;621 643 692;628 720;477 324 310;0;8 007 375;1;0,001011383;0,76784228;0;0,012880972;1;0,04656;0,79098;0,006682;0,033838
7708107804;"ГБУК г.Москвы ""МТДК ""Волшебная лампа""";2024;8 282 414;0;8 251 150;0;0;1;0;0,996225294;0;0;1;0,04656;0,79098;0,006682;0,033838
7710040730;"ГБУК г.Москвы ""Театр им. Моссовета""";2024;557 202 011;15 091 970;517 210 638;0;16 017 286;1;0,027085276;0,928228233;0;0,028745923;1;0,04656;0,79098;0,006682;0,033838
7702078561;"ГБУК г.Москвы ""Театр Музыки и Поэзии п/р Е.Камбуровой""";2024;34 454 464;1 575 000;33 021 932;0;0;1;0,045712509;0,958422455;0;0;1;0,04656;0,79098;0,006682;0,033838
7704249283;"ГБУК МТ ""Новая Опера"" им. Е.В.Колобова";2024;212 080 301;9 153 714;148 452 154;0;3 200 000;1;0,04316155;0,699980873;0;0,015088624;1;0,04656;0,79098;0,006682;0,033838
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
